shift_id,nurse_id,date,unit,shift_type,hours,patients,acuity,admissions,discharges,overtime,call_in,feedback_id,reported_stress,reported_fatigue,burnout_freq,emotionally_drained,used_up,workload_change,intent_to_leave,satisfaction,comments,supervisor_id,performance_score,reliability,teamwork,clinical_decision,remarks
SN0127-33719,N0127,2025-12-03,Peds,Night,8,7,1,3,0,False,False,F1069,High,None,Never,True,False,More,False,5,,SUP5,3,Average,Moderate,Appropriate,
SN0063-32907,N0063,2025-11-25,Medical,Night,8,6,10,0,0,False,False,F2678,Medium,Moderate,Never,False,False,More,False,5,,SUP1,3,Good,High,Appropriate,
SN0001-34519,N0001,2025-12-11,ED,Day,12,4,1,1,0,False,False,F2687,Low,Moderate,Weekly,False,False,No change,False,1,,SUP2,3,Good,High,Needs improvement,
SN0110-30807,N0110,2025-11-04,Medical,Night,12,2,5,2,2,False,False,F3069,Low,Moderate,Every day,True,False,More,False,4,,SUP4,4,Good,Moderate,Appropriate,
SN0054-33407,N0054,2025-11-30,ICU,Day,12,2,9,0,0,False,False,F469,Low,None,Monthly,True,False,No change,False,3,,SUP9,4,Good,Moderate,Needs improvement,
SN0040-31219,N0040,2025-11-08,Peds,Day,12,5,2,0,0,False,False,F1617,Medium,Moderate,Every day,True,False,No change,False,4,,SUP6,3,Average,High,Appropriate,
SN0117-30107,N0117,2025-10-28,Medical,Night,12,7,9,1,1,False,False,F4454,Low,Moderate,Weekly,False,False,More,True,4,,SUP12,3,Good,High,Appropriate,
SN0026-33607,N0026,2025-12-02,Surgery,Day,10,2,1,1,2,False,True,F2881,Low,None,Weekly,False,False,More,True,2,,SUP12,3,Good,High,Appropriate,
SN0129-35519,N0129,2025-12-21,Medical,Day,12,3,1,1,0,False,False,F3010,High,None,Weekly,False,False,More,False,1,,SUP7,5,Good,Moderate,Appropriate,
SN0066-34507,N0066,2025-12-11,ICU,Day,12,3,1,0,0,False,False,F3848,Low,Moderate,Weekly,False,False,No change,False,5,,SUP10,4,Average,High,Needs improvement,
SN0100-31207,N0100,2025-11-08,ED,Day,8,2,3,0,0,False,False,F5257,Medium,Moderate,Every day,True,False,No change,True,1,,SUP10,2,Average,Moderate,Appropriate,
SN0029-28807,N0029,2025-10-15,Peds,Night,8,5,10,1,1,False,False,F986,Medium,None,Never,False,False,No change,False,5,,SUP4,5,Average,High,Appropriate,
SN0012-31419,N0012,2025-11-10,ICU,Night,12,8,4,0,1,False,False,F4245,Low,None,Weekly,False,False,No change,False,3,,SUP10,3,Average,Moderate,Needs improvement,
SN0027-36007,N0027,2025-12-26,ED,Evening,8,4,7,1,0,False,False,F2324,Low,Moderate,Monthly,True,False,Less,False,2,,SUP2,4,Good,High,Appropriate,
SN0149-31007,N0149,2025-11-06,ED,Day,12,5,1,0,1,False,False,F2962,High,Moderate,Weekly,False,False,No change,False,2,,SUP5,2,Below avg,Moderate,Appropriate,
SN0133-32207,N0133,2025-11-18,Peds,Day,8,3,9,4,1,False,False,F4231,Low,Moderate,Weekly,True,False,More,True,5,,SUP3,2,Good,High,Appropriate,
SN0013-00107,N0013,2026-01-01,ED,Night,12,7,4,1,0,False,False,F511,High,Moderate,Every day,False,False,More,True,3,,SUP7,5,Good,High,Appropriate,
SN0109-35319,N0109,2025-12-19,Peds,Day,8,8,1,2,0,True,False,F3801,Low,Moderate,Every day,False,False,More,False,1,,SUP6,4,Excellent,High,Appropriate,
SN0016-28819,N0016,2025-10-15,ED,Day,12,5,10,0,0,False,False,F204,Low,Severe,Never,False,False,No change,False,5,,SUP3,2,Excellent,High,Appropriate,
SN0020-34619,N0020,2025-12-12,Surgery,Night,12,6,2,0,1,False,False,F782,Medium,Moderate,Every day,False,True,More,True,5,,SUP1,3,Excellent,High,Appropriate,
SN0122-36007,N0122,2025-12-26,Surgery,Night,12,7,3,4,1,False,False,F4126,Medium,Moderate,Every day,True,False,Less,True,4,,SUP2,3,Good,Moderate,Appropriate,
SN0090-35707,N0090,2025-12-23,Peds,Day,12,6,4,0,0,False,False,F442,Medium,Moderate,Monthly,False,False,More,False,2,,SUP3,4,Excellent,High,Appropriate,
SN0034-33519,N0034,2025-12-01,ED,Night,8,4,8,0,1,False,False,F659,High,None,Every day,False,False,No change,False,5,,SUP12,4,Average,High,Appropriate,
SN0132-29607,N0132,2025-10-23,ICU,Night,12,3,9,0,0,False,False,F1553,High,Moderate,Weekly,False,False,Less,False,5,,SUP1,3,Average,High,Appropriate,
SN0120-31907,N0120,2025-11-15,Peds,Night,8,7,2,0,2,False,False,F2015,High,Moderate,Every day,False,True,More,True,2,,SUP2,4,Average,High,Appropriate,
SN0142-35819,N0142,2025-12-24,Medical,Night,12,7,4,1,0,False,False,F3608,Low,Moderate,Never,False,False,More,False,2,,SUP8,3,Excellent,High,Needs improvement,
SN0036-30607,N0036,2025-11-02,ICU,Evening,10,2,8,4,2,False,False,F4623,High,Severe,Monthly,True,False,No change,False,1,,SUP5,2,Average,High,Appropriate,
SN0124-29119,N0124,2025-10-18,ED,Night,12,7,3,0,0,False,False,F3154,Low,Severe,Every day,False,False,More,False,1,,SUP1,3,Average,High,Appropriate,
SN0071-33619,N0071,2025-12-02,Surgery,Night,12,2,6,2,1,False,False,F4360,Low,None,Weekly,False,False,Less,False,3,,SUP3,4,Excellent,High,Appropriate,
SN0101-34819,N0101,2025-12-14,Surgery,Day,12,7,7,1,0,True,False,F2564,Low,Moderate,Weekly,False,False,More,False,1,,SUP1,5,Good,Moderate,Outstanding,
SN0067-35719,N0067,2025-12-23,ICU,Night,12,7,8,1,1,False,False,F615,Medium,None,Every day,False,False,More,False,1,,SUP10,3,Below avg,High,Appropriate,
SN0112-28207,N0112,2025-10-09,Peds,Night,12,4,3,0,2,False,False,F2437,Medium,Severe,Every day,False,False,No change,True,3,,SUP9,2,Average,High,Appropriate,
SN0138-29819,N0138,2025-10-25,Medical,Day,12,8,8,1,1,False,False,F4134,Low,Moderate,Monthly,False,True,More,False,4,,SUP11,4,Good,High,Outstanding,
SN0081-29207,N0081,2025-10-19,ED,Night,12,4,9,2,1,False,False,F1909,Medium,Moderate,Weekly,True,False,Less,False,4,,SUP5,3,Below avg,High,Outstanding,
SN0110-29207,N0110,2025-10-19,ICU,Evening,12,7,7,1,0,False,False,F1092,Medium,Severe,Weekly,False,True,More,True,2,,SUP12,4,Good,High,Appropriate,
SN0099-32819,N0099,2025-11-24,Peds,Day,12,5,9,2,0,False,False,F5172,Medium,Moderate,Never,False,False,More,False,4,,SUP5,3,Excellent,Moderate,Needs improvement,
SN0130-00319,N0130,2026-01-03,Surgery,Evening,12,6,2,1,0,False,False,F1222,Low,Severe,Never,False,False,More,False,2,,SUP7,4,Good,High,Appropriate,
SN0089-30319,N0089,2025-10-30,Medical,Day,12,3,1,0,2,False,False,F4431,Low,None,Monthly,False,False,No change,False,5,,SUP10,3,Average,High,Appropriate,
SN0060-35107,N0060,2025-12-17,ED,Day,12,6,3,1,1,False,False,F2794,Medium,Moderate,Weekly,False,True,More,True,3,,SUP9,5,Average,High,Appropriate,
SN0122-34507,N0122,2025-12-11,Medical,Day,12,7,8,1,0,False,False,F1095,Low,Moderate,Every day,False,False,More,False,1,,SUP9,4,Below avg,High,Appropriate,
SN0074-35219,N0074,2025-12-18,ICU,Day,12,5,1,0,0,False,False,F4961,Medium,Moderate,Monthly,False,False,More,False,1,,SUP9,2,Excellent,High,Outstanding,
SN0053-29819,N0053,2025-10-25,Surgery,Day,12,3,8,2,1,False,False,F1123,Medium,None,Every day,False,False,Less,False,2,,SUP7,4,Average,Moderate,Appropriate,
SN0150-28919,N0150,2025-10-16,ED,Day,8,5,2,1,2,False,False,F4942,Medium,Moderate,Every day,False,False,No change,False,3,,SUP7,5,Below avg,Moderate,Appropriate,
SN0027-28907,N0027,2025-10-16,Peds,Day,12,6,8,0,0,False,False,F2706,Low,Moderate,Every day,True,True,More,False,5,,SUP6,5,Good,High,Appropriate,
SN0085-30519,N0085,2025-11-01,ED,Day,12,2,6,2,0,False,False,F536,Low,None,Never,False,False,More,True,2,,SUP10,5,Average,High,Appropriate,
SN0014-35807,N0014,2025-12-24,ICU,Evening,12,8,6,0,1,False,False,F3175,Medium,Severe,Monthly,False,True,More,True,3,,SUP5,5,Average,High,Outstanding,
SN0150-00107,N0150,2026-01-01,Surgery,Day,10,6,3,1,0,False,False,F2771,Low,Moderate,Weekly,False,False,More,False,5,,SUP9,5,Good,High,Appropriate,
SN0125-29307,N0125,2025-10-20,ICU,Evening,12,7,1,1,0,False,False,F2905,Low,Severe,Weekly,True,False,More,True,2,,SUP2,4,Average,High,Appropriate,
SN0024-34107,N0024,2025-12-07,ICU,Evening,12,6,2,1,1,False,False,F3335,Medium,None,Monthly,False,False,No change,False,3,,SUP12,5,Average,High,Appropriate,
SN0053-34219,N0053,2025-12-08,Surgery,Day,8,2,9,4,1,False,False,F3819,Low,Severe,Weekly,False,False,More,False,2,,SUP9,2,Good,High,Appropriate,
SN0142-36007,N0142,2025-12-26,Peds,Day,8,7,3,3,0,True,False,F4259,Low,None,Every day,False,False,No change,False,4,,SUP3,2,Average,High,Needs improvement,
SN0111-32619,N0111,2025-11-22,ED,Day,8,4,1,1,1,False,False,F1630,Medium,Moderate,Monthly,True,False,More,False,4,,SUP8,4,Good,High,Appropriate,
SN0063-36507,N0063,2025-12-31,ICU,Evening,8,6,9,3,0,False,False,F2079,Medium,Moderate,Never,False,False,No change,True,4,,SUP3,4,Good,High,Appropriate,
SN0112-36307,N0112,2025-12-29,ED,Night,12,6,10,0,2,False,False,F424,High,None,Weekly,False,True,No change,True,4,,SUP10,4,Average,High,Appropriate,
SN0017-32507,N0017,2025-11-21,ICU,Day,12,6,8,1,1,False,False,F5129,Low,Moderate,Every day,False,False,More,False,4,,SUP2,3,Excellent,Moderate,Outstanding,
SN0001-34219,N0001,2025-12-08,ED,Day,12,2,2,1,2,False,False,F1637,Low,None,Every day,False,False,No change,False,5,,SUP4,5,Average,High,Appropriate,
SN0130-29919,N0130,2025-10-26,Medical,Day,12,7,4,1,0,False,False,F3951,Low,None,Never,True,False,No change,False,1,,SUP11,3,Excellent,High,Outstanding,
SN0031-34107,N0031,2025-12-07,Surgery,Day,8,2,3,0,0,False,False,F3595,Medium,Moderate,Never,False,False,More,True,4,,SUP7,2,Average,High,Needs improvement,
SN0095-32407,N0095,2025-11-20,ICU,Evening,10,8,3,1,1,False,False,F4060,Low,None,Never,False,False,More,False,1,,SUP8,3,Excellent,High,Appropriate,
SN0089-29107,N0089,2025-10-18,ICU,Day,12,8,3,1,0,False,False,F3009,Medium,Moderate,Every day,False,False,No change,False,3,,SUP11,2,Average,High,Outstanding,
SN0040-35119,N0040,2025-12-17,ED,Day,12,8,4,0,0,False,False,F2792,Low,None,Never,False,False,More,False,1,,SUP6,3,Good,High,Appropriate,
SN0016-28507,N0016,2025-10-12,Medical,Evening,12,8,6,0,1,False,False,F1294,Medium,Moderate,Every day,False,False,More,True,1,,SUP10,5,Average,High,Appropriate,
SN0131-29519,N0131,2025-10-22,Surgery,Day,12,3,7,2,3,False,False,F1064,Medium,None,Monthly,False,False,More,True,2,,SUP2,3,Average,High,Appropriate,
SN0014-33807,N0014,2025-12-04,ED,Night,12,8,7,0,0,False,False,F4523,Low,None,Every day,True,False,More,False,2,,SUP7,2,Good,Moderate,Outstanding,
SN0090-33307,N0090,2025-11-29,ED,Day,10,2,5,1,3,False,False,F602,Medium,Moderate,Every day,False,False,No change,False,4,,SUP5,4,Good,High,Needs improvement,
SN0027-31519,N0027,2025-11-11,Surgery,Day,12,3,1,1,1,True,False,F2785,High,Moderate,Monthly,False,False,More,False,2,,SUP5,5,Average,High,Appropriate,
SN0011-35819,N0011,2025-12-24,ICU,Day,12,4,5,1,0,False,False,F1062,Low,None,Monthly,True,False,More,False,1,,SUP12,5,Below avg,High,Appropriate,
SN0118-31307,N0118,2025-11-09,Medical,Night,10,8,6,1,0,False,False,F3066,Low,Moderate,Monthly,True,False,No change,False,3,,SUP11,5,Excellent,Moderate,Appropriate,
SN0071-29319,N0071,2025-10-20,ICU,Night,8,3,10,1,1,False,False,F4434,High,Moderate,Never,False,False,More,True,3,,SUP10,4,Good,Moderate,Needs improvement,
SN0018-31307,N0018,2025-11-09,ED,Night,12,6,7,4,0,False,False,F3476,Medium,None,Never,False,True,More,False,5,,SUP2,3,Average,Moderate,Needs improvement,
SN0087-30707,N0087,2025-11-03,Peds,Night,10,7,3,2,0,True,False,F4907,Medium,None,Weekly,False,False,More,False,3,,SUP6,4,Average,Moderate,Appropriate,
SN0038-31507,N0038,2025-11-11,ED,Day,12,6,2,0,0,False,False,F4965,Medium,Severe,Every day,False,True,No change,False,4,,SUP4,5,Average,High,Appropriate,
SN0128-31519,N0128,2025-11-11,ED,Night,12,7,7,2,0,False,False,F1650,Low,Severe,Monthly,False,False,More,False,1,,SUP3,5,Average,Moderate,Appropriate,
SN0104-32607,N0104,2025-11-22,Medical,Day,12,6,4,0,0,False,False,F3703,High,Moderate,Never,False,False,More,False,4,,SUP12,5,Good,Moderate,Appropriate,
SN0017-32007,N0017,2025-11-16,ED,Day,12,3,2,0,0,False,False,F3663,Low,Moderate,Weekly,False,False,More,False,3,,SUP2,2,Good,High,Appropriate,
SN0139-32407,N0139,2025-11-20,Surgery,Night,12,2,1,1,2,False,False,F3326,Medium,Moderate,Weekly,False,False,More,False,5,,SUP9,2,Good,Low,Appropriate,
SN0099-33119,N0099,2025-11-27,Surgery,Day,12,2,2,0,1,False,False,F3812,High,Moderate,Every day,False,False,Less,False,1,,SUP11,3,Good,Low,Appropriate,
SN0091-34519,N0091,2025-12-11,Surgery,Night,8,7,5,1,1,False,False,F5155,Medium,Moderate,Every day,False,False,Less,True,2,,SUP1,5,Average,Moderate,Appropriate,
SN0009-32407,N0009,2025-11-20,Peds,Day,12,6,2,2,0,False,False,F1807,Low,None,Every day,False,False,Less,False,1,,SUP2,2,Good,Low,Appropriate,
SN0047-36519,N0047,2025-12-31,Peds,Day,8,2,1,1,1,False,False,F4706,Medium,None,Every day,False,True,More,False,2,,SUP2,5,Good,High,Appropriate,
SN0105-33207,N0105,2025-11-28,Peds,Day,8,7,4,1,2,False,False,F155,Low,None,Weekly,False,False,No change,False,1,,SUP4,2,Good,High,Appropriate,
SN0064-36507,N0064,2025-12-31,Medical,Day,12,7,8,3,0,False,False,F1590,High,Moderate,Monthly,False,False,No change,False,5,,SUP1,2,Good,Moderate,Appropriate,
SN0098-29819,N0098,2025-10-25,ED,Day,12,5,6,0,1,False,False,F1050,Low,Moderate,Every day,True,False,No change,True,5,,SUP9,4,Good,High,Needs improvement,
SN0067-36507,N0067,2025-12-31,Medical,Night,8,6,9,1,0,False,False,F3621,High,Moderate,Weekly,False,False,More,False,1,,SUP6,3,Average,High,Appropriate,
SN0100-28307,N0100,2025-10-10,ICU,Night,12,3,7,3,0,False,False,F1988,Low,None,Weekly,False,True,More,False,3,,SUP3,2,Average,High,Appropriate,
SN0029-29307,N0029,2025-10-20,Medical,Night,12,2,9,2,0,False,False,F4164,Low,None,Every day,True,False,More,False,4,,SUP4,2,Good,High,Appropriate,
SN0076-29207,N0076,2025-10-19,Surgery,Evening,8,5,5,1,2,True,True,F3125,Low,Severe,Monthly,False,False,More,False,5,,SUP2,5,Good,Moderate,Appropriate,
SN0128-30519,N0128,2025-11-01,ED,Night,10,4,4,2,1,False,False,F3769,High,None,Weekly,False,False,Less,False,3,,SUP6,5,Excellent,High,Outstanding,
SN0134-32919,N0134,2025-11-25,Medical,Night,12,5,3,1,1,False,False,F3796,High,None,Every day,False,True,No change,False,5,,SUP7,5,Excellent,Moderate,Appropriate,
SN0086-28607,N0086,2025-10-13,Medical,Evening,12,6,5,0,0,True,False,F2739,High,Moderate,Weekly,True,True,No change,True,3,,SUP9,3,Average,Moderate,Outstanding,
SN0147-31719,N0147,2025-11-13,Peds,Night,12,3,3,2,0,False,False,F1678,High,Moderate,Never,False,False,More,False,1,,SUP3,3,Below avg,High,Appropriate,
SN0145-31807,N0145,2025-11-14,Medical,Night,10,8,6,0,0,False,False,F47,Low,None,Never,False,False,More,True,5,,SUP4,2,Good,High,Outstanding,
SN0076-35907,N0076,2025-12-25,Medical,Day,10,8,3,0,1,False,False,F863,High,Moderate,Every day,False,False,Less,True,2,,SUP5,5,Below avg,Moderate,Appropriate,
SN0147-35419,N0147,2025-12-20,Surgery,Night,12,2,9,2,0,False,False,F182,Low,Moderate,Every day,False,False,More,False,4,,SUP3,4,Good,High,Outstanding,
SN0072-28507,N0072,2025-10-12,ICU,Day,12,6,6,2,1,False,False,F2715,Medium,Moderate,Weekly,True,True,More,True,5,,SUP9,5,Good,Moderate,Appropriate,
SN0047-28107,N0047,2025-10-08,ED,Day,12,5,3,1,0,True,False,F4660,Low,Severe,Weekly,False,False,More,False,2,,SUP5,5,Average,Low,Appropriate,
SN0124-28919,N0124,2025-10-16,Surgery,Day,12,4,5,0,0,False,False,F4227,Medium,Moderate,Weekly,False,False,More,False,5,,SUP12,4,Average,High,Outstanding,
SN0069-33519,N0069,2025-12-01,ED,Day,12,7,2,1,1,False,False,F802,Low,Severe,Weekly,False,False,More,True,4,,SUP1,4,Excellent,Moderate,Needs improvement,
SN0062-32319,N0062,2025-11-19,Peds,Day,12,4,6,2,1,False,False,F172,Medium,None,Monthly,False,False,No change,True,2,,SUP12,5,Average,High,Outstanding,
SN0118-33919,N0118,2025-12-05,Medical,Night,12,5,5,0,1,False,True,F4213,Low,Moderate,Weekly,True,False,No change,False,2,,SUP3,2,Below avg,High,Outstanding,
SN0120-29219,N0120,2025-10-19,Medical,Night,10,4,9,1,1,False,False,F818,Low,Moderate,Every day,False,False,More,True,5,,SUP3,2,Average,High,Appropriate,
SN0076-35907,N0076,2025-12-25,Surgery,Day,10,5,7,2,1,True,False,F4755,Medium,Moderate,Every day,False,False,More,False,5,,SUP12,2,Average,High,Appropriate,
SN0101-33419,N0101,2025-11-30,Surgery,Day,12,6,5,1,2,True,False,F4509,Medium,None,Every day,False,False,More,False,2,,SUP12,4,Good,High,Appropriate,
SN0059-29107,N0059,2025-10-18,Surgery,Night,12,2,1,1,1,False,False,F2093,Medium,Moderate,Every day,True,False,No change,False,2,,SUP5,5,Excellent,High,Outstanding,
SN0143-33419,N0143,2025-11-30,ED,Night,8,7,6,1,1,False,False,F4527,Medium,Severe,Monthly,False,False,More,True,4,,SUP7,3,Good,Moderate,Appropriate,
SN0001-30707,N0001,2025-11-03,Peds,Night,12,6,2,0,0,False,False,F3597,High,Moderate,Weekly,True,False,No change,True,5,,SUP3,4,Excellent,High,Outstanding,
SN0048-33919,N0048,2025-12-05,ICU,Night,12,5,6,1,0,False,False,F2046,Low,Moderate,Weekly,False,False,More,False,1,,SUP7,4,Excellent,Moderate,Needs improvement,
SN0001-00407,N0001,2026-01-04,Peds,Evening,12,3,1,0,0,False,False,F5108,High,Moderate,Every day,False,False,No change,True,2,,SUP8,5,Below avg,Moderate,Outstanding,
SN0036-29507,N0036,2025-10-22,ED,Night,12,7,2,3,0,False,False,F2434,Medium,Severe,Every day,False,False,No change,True,4,,SUP2,5,Good,Moderate,Appropriate,
SN0127-33207,N0127,2025-11-28,Surgery,Evening,12,3,5,2,1,False,False,F3536,Low,Moderate,Never,False,False,No change,False,2,,SUP11,4,Good,Low,Needs improvement,
SN0041-28519,N0041,2025-10-12,Medical,Night,12,4,9,0,0,False,False,F1924,Medium,Moderate,Never,True,False,No change,False,1,,SUP4,2,Good,High,Appropriate,
SN0142-31119,N0142,2025-11-07,ICU,Evening,12,6,5,2,0,False,False,F4109,Low,Moderate,Weekly,False,False,More,False,4,,SUP3,3,Excellent,Low,Appropriate,
SN0071-30219,N0071,2025-10-29,ED,Night,8,7,6,0,1,False,False,F1186,Low,Moderate,Monthly,False,False,More,False,4,,SUP1,3,Good,Moderate,Appropriate,
SN0096-28907,N0096,2025-10-16,Surgery,Night,12,4,8,2,1,False,False,F1600,Medium,None,Never,True,False,No change,True,5,,SUP3,3,Below avg,Moderate,Appropriate,
SN0046-32019,N0046,2025-11-16,Peds,Evening,12,6,10,1,0,True,False,F3813,Low,Moderate,Every day,False,False,No change,False,5,,SUP6,2,Good,High,Needs improvement,
SN0019-30319,N0019,2025-10-30,ICU,Day,12,2,2,1,0,False,False,F1527,Medium,Moderate,Monthly,False,True,More,True,4,,SUP4,5,Good,High,Outstanding,
SN0097-30719,N0097,2025-11-03,Medical,Day,8,5,1,0,0,False,False,F1907,Low,Moderate,Weekly,False,False,Less,False,5,,SUP5,5,Good,Moderate,Appropriate,
SN0092-29119,N0092,2025-10-18,ED,Day,8,5,7,1,0,False,False,F4630,Low,None,Never,False,False,No change,True,1,,SUP3,3,Good,Moderate,Appropriate,
SN0088-32219,N0088,2025-11-18,ED,Night,12,5,7,0,0,False,False,F3726,Low,None,Never,False,False,No change,True,5,,SUP4,5,Excellent,High,Appropriate,
SN0149-28607,N0149,2025-10-13,Medical,Night,8,7,6,1,1,False,False,F4447,Medium,Severe,Never,False,False,More,True,3,,SUP9,4,Excellent,High,Appropriate,
SN0086-31407,N0086,2025-11-10,Peds,Night,12,4,4,1,0,False,False,F4906,Medium,Moderate,Monthly,False,False,No change,False,2,,SUP7,2,Good,Moderate,Outstanding,
SN0047-34707,N0047,2025-12-13,Peds,Night,8,4,10,2,0,False,False,F69,Medium,None,Monthly,True,False,No change,False,4,,SUP8,5,Excellent,High,Appropriate,
SN0141-33319,N0141,2025-11-29,Surgery,Night,8,2,4,1,0,False,False,F1152,Medium,Moderate,Every day,True,False,More,False,5,,SUP1,4,Below avg,High,Appropriate,
SN0144-29307,N0144,2025-10-20,Surgery,Evening,12,6,2,1,0,False,False,F1926,Low,None,Weekly,False,True,Less,False,2,,SUP8,3,Good,High,Appropriate,
SN0104-29919,N0104,2025-10-26,ED,Night,8,6,3,5,1,False,False,F4160,Medium,Moderate,Every day,False,False,More,True,3,,SUP8,5,Good,High,Appropriate,
SN0078-29919,N0078,2025-10-26,Medical,Night,12,4,3,0,0,False,False,F403,High,Moderate,Every day,True,False,More,True,1,,SUP7,5,Excellent,High,Outstanding,
SN0134-00419,N0134,2026-01-04,Surgery,Day,8,5,4,0,0,False,False,F2382,Medium,Moderate,Weekly,False,False,Less,False,1,,SUP1,3,Average,High,Outstanding,
SN0024-00619,N0024,2026-01-06,ICU,Evening,12,5,2,2,1,False,False,F3446,Low,Moderate,Never,False,False,No change,False,5,,SUP5,3,Average,High,Outstanding,
SN0001-31207,N0001,2025-11-08,Medical,Evening,12,7,8,0,1,False,False,F3179,Low,Moderate,Every day,False,False,More,True,5,,SUP3,3,Below avg,High,Appropriate,
SN0040-34907,N0040,2025-12-15,Peds,Night,12,7,7,1,0,False,False,F1419,High,None,Monthly,False,True,More,False,2,,SUP10,4,Average,Moderate,Appropriate,
SN0140-35407,N0140,2025-12-20,Peds,Night,12,6,9,0,1,False,False,F2280,Low,None,Weekly,False,False,More,True,2,,SUP12,2,Good,Low,Appropriate,
SN0121-29419,N0121,2025-10-21,Medical,Evening,8,3,3,1,0,False,False,F3782,Medium,Severe,Never,False,True,No change,False,4,,SUP4,3,Good,High,Outstanding,
SN0015-33907,N0015,2025-12-05,Medical,Night,10,6,2,1,0,False,False,F373,Medium,None,Never,False,True,No change,False,1,,SUP11,5,Below avg,Moderate,Appropriate,
SN0071-28407,N0071,2025-10-11,Medical,Day,12,5,2,0,1,False,False,F4891,Medium,Moderate,Monthly,False,False,Less,False,4,,SUP11,2,Excellent,High,Appropriate,
SN0077-28707,N0077,2025-10-14,Surgery,Day,12,3,8,1,1,False,False,F5153,High,Moderate,Never,True,False,More,False,4,,SUP11,5,Average,High,Outstanding,
SN0113-28707,N0113,2025-10-14,Surgery,Night,12,5,8,2,2,False,False,F3783,Low,Moderate,Monthly,False,False,More,False,3,,SUP11,5,Good,High,Appropriate,
SN0069-31307,N0069,2025-11-09,ICU,Night,10,3,9,0,0,True,False,F691,High,Moderate,Every day,True,False,More,False,3,,SUP10,5,Excellent,High,Outstanding,
SN0046-29607,N0046,2025-10-23,Surgery,Night,8,7,1,3,0,False,False,F2782,Medium,None,Never,False,False,More,False,3,,SUP9,4,Excellent,High,Appropriate,
SN0052-00307,N0052,2026-01-03,Medical,Day,10,5,3,1,0,False,False,F4507,Low,Moderate,Monthly,True,True,No change,False,1,,SUP8,3,Good,Low,Appropriate,
SN0003-33419,N0003,2025-11-30,Peds,Day,12,3,7,1,0,False,False,F2542,Low,Moderate,Every day,False,False,More,True,5,,SUP11,2,Good,High,Outstanding,
SN0126-35119,N0126,2025-12-17,Medical,Night,10,3,4,0,0,False,False,F1359,Medium,Severe,Every day,False,False,No change,True,4,,SUP12,2,Good,High,Appropriate,
SN0044-31507,N0044,2025-11-11,Peds,Evening,8,2,7,3,0,False,False,F3,Low,Moderate,Every day,False,False,More,False,5,,SUP7,4,Average,High,Appropriate,
SN0141-00407,N0141,2026-01-04,Medical,Night,12,2,5,1,0,False,False,F4947,Low,None,Never,False,True,No change,True,1,,SUP12,5,Good,Moderate,Needs improvement,
SN0106-32619,N0106,2025-11-22,ICU,Night,12,8,1,3,1,False,False,F5065,High,Moderate,Weekly,False,False,More,False,5,,SUP7,2,Excellent,High,Appropriate,
SN0042-33619,N0042,2025-12-02,ED,Night,12,2,6,4,0,True,False,F3417,Medium,Moderate,Never,False,False,More,False,1,,SUP8,3,Good,High,Appropriate,
SN0105-34407,N0105,2025-12-10,Peds,Day,8,3,6,3,0,False,False,F1647,Low,Severe,Every day,True,True,More,False,1,,SUP5,3,Good,Moderate,Appropriate,
SN0116-30819,N0116,2025-11-04,ICU,Night,8,5,8,0,0,False,False,F4026,Medium,Severe,Monthly,True,False,More,True,5,,SUP1,3,Below avg,High,Appropriate,
SN0148-00319,N0148,2026-01-03,Peds,Night,12,2,4,0,0,False,False,F3283,Medium,None,Weekly,True,True,More,False,3,,SUP9,3,Good,High,Appropriate,
SN0019-36319,N0019,2025-12-29,Surgery,Day,8,2,3,2,0,False,False,F1261,Medium,Moderate,Never,True,False,No change,False,3,,SUP12,3,Average,Moderate,Needs improvement,
SN0076-35719,N0076,2025-12-23,Surgery,Evening,12,7,4,2,0,False,False,F1560,Medium,Moderate,Every day,False,True,Less,True,2,,SUP8,3,Good,Moderate,Appropriate,
SN0070-31219,N0070,2025-11-08,ED,Night,12,4,6,2,1,False,False,F3944,Medium,Severe,Never,False,True,More,False,4,,SUP8,2,Good,High,Appropriate,
SN0051-29219,N0051,2025-10-19,Peds,Night,8,4,7,0,1,False,False,F4040,Low,Moderate,Every day,False,False,No change,False,2,,SUP3,3,Average,Moderate,Appropriate,
SN0060-34707,N0060,2025-12-13,ED,Night,12,2,5,1,1,False,False,F1645,Low,Moderate,Monthly,False,False,No change,True,5,,SUP2,3,Average,High,Appropriate,
SN0044-35019,N0044,2025-12-16,ED,Evening,12,5,5,0,0,False,False,F1277,Medium,Moderate,Never,False,True,More,True,2,,SUP1,2,Good,High,Appropriate,
SN0136-35119,N0136,2025-12-17,ED,Day,12,2,5,1,2,False,False,F3763,Low,Moderate,Every day,True,False,No change,False,5,,SUP8,5,Excellent,Moderate,Appropriate,
SN0036-31819,N0036,2025-11-14,Surgery,Night,12,8,10,0,2,False,False,F1871,High,None,Weekly,False,False,No change,False,5,,SUP11,2,Average,Moderate,Needs improvement,
SN0006-30407,N0006,2025-10-31,Medical,Night,12,6,3,0,1,False,False,F2658,Low,None,Every day,False,False,More,False,2,,SUP6,5,Good,High,Appropriate,
SN0146-29007,N0146,2025-10-17,ICU,Night,8,2,2,1,1,True,False,F4994,Low,None,Never,True,False,More,True,1,,SUP3,4,Good,High,Appropriate,
