shift_id,nurse_id,date,unit,shift_type,hours,patients,acuity,admissions,discharges,overtime,call_in,feedback_id,reported_stress,reported_fatigue,burnout_freq,emotionally_drained,used_up,workload_change,intent_to_leave,satisfaction,comments
SN0118-29619,N0118,2025-10-23,Surgery,Day,12,2,2,1,2,False,False,F495,Low,None,Weekly,False,False,More,False,2,
SN0101-32107,N0101,2025-11-17,Medical,Night,8,6,2,2,0,False,False,F496,Medium,Moderate,Monthly,False,True,No change,False,4,
SN0073-33807,N0073,2025-12-04,ICU,Night,10,4,7,1,0,False,False,F497,Medium,Moderate,Never,False,False,More,False,3,
SN0105-29907,N0105,2025-10-26,ICU,Night,10,8,1,3,0,False,False,F498,Medium,None,Weekly,True,True,More,True,4,
SN0004-32807,N0004,2025-11-24,ICU,Day,12,6,6,1,2,False,False,F499,Low,Moderate,Every day,False,False,More,False,2,
SN0078-35207,N0078,2025-12-18,Medical,Day,12,8,9,2,1,False,False,F500,Low,Severe,Weekly,False,False,No change,True,4,
SN0036-33107,N0036,2025-11-27,Peds,Night,12,5,7,1,1,False,False,F501,Low,None,Every day,False,False,No change,False,4,
SN0038-34119,N0038,2025-12-07,Surgery,Day,8,8,8,0,0,False,False,F502,Medium,None,Never,False,False,Less,False,3,
SN0142-32019,N0142,2025-11-16,Surgery,Day,12,7,6,0,1,True,False,F503,High,Moderate,Every day,True,False,Less,True,1,
SN0071-29607,N0071,2025-10-23,Medical,Evening,8,4,1,1,1,False,False,F504,High,None,Never,True,False,More,True,1,
SN0025-32419,N0025,2025-11-20,ICU,Day,12,7,2,0,2,False,False,F505,High,Moderate,Monthly,True,False,More,True,3,
SN0017-28119,N0017,2025-10-08,Peds,Day,12,5,7,0,0,False,False,F506,High,None,Every day,False,False,No change,False,3,
SN0072-31419,N0072,2025-11-10,Surgery,Night,12,6,1,0,0,False,False,F507,Low,None,Every day,False,False,No change,False,2,
SN0074-29007,N0074,2025-10-17,Peds,Day,12,5,8,1,1,True,False,F508,Low,Moderate,Never,False,True,More,False,4,
SN0068-30607,N0068,2025-11-02,Peds,Night,12,8,8,3,0,False,False,F509,Low,Moderate,Never,False,False,More,False,5,
SN0016-35419,N0016,2025-12-20,ED,Day,12,4,10,2,2,False,False,F510,Medium,Moderate,Monthly,True,False,No change,False,2,
SN0013-00107,N0013,2026-01-01,ED,Night,12,7,4,1,0,False,False,F511,High,Moderate,Every day,False,False,More,True,3,
SN0045-28119,N0045,2025-10-08,Surgery,Night,12,7,5,0,1,False,False,F512,High,Moderate,Never,False,False,No change,False,3,
SN0050-29019,N0050,2025-10-17,Peds,Day,8,2,3,2,0,False,False,F513,High,Moderate,Never,False,False,No change,False,3,
SN0094-30507,N0094,2025-11-01,Medical,Evening,8,5,6,4,0,False,False,F514,Medium,Moderate,Weekly,False,True,No change,True,5,
SN0033-36519,N0033,2025-12-31,ED,Night,12,8,6,0,0,False,False,F515,Low,Moderate,Weekly,True,False,More,False,5,
SN0083-36207,N0083,2025-12-28,ED,Night,12,4,10,1,1,True,False,F516,Low,Severe,Never,False,False,More,True,1,
SN0091-31007,N0091,2025-11-06,Medical,Evening,12,5,6,2,0,False,False,F517,Medium,None,Weekly,False,False,No change,False,2,
SN0011-33207,N0011,2025-11-28,ED,Day,12,8,9,2,0,False,False,F518,Low,None,Every day,False,False,More,False,3,
SN0102-31707,N0102,2025-11-13,Surgery,Day,12,2,6,1,2,False,False,F519,Low,Moderate,Monthly,False,True,Less,False,5,
SN0023-28607,N0023,2025-10-13,Surgery,Evening,12,7,4,1,2,False,False,F520,Medium,Severe,Monthly,False,False,More,False,4,
SN0113-30419,N0113,2025-10-31,ED,Night,10,5,8,2,1,False,False,F521,Medium,Severe,Never,True,False,No change,False,4,
SN0007-29707,N0007,2025-10-24,Peds,Night,10,4,9,0,0,False,False,F522,Medium,None,Weekly,False,False,More,True,3,
SN0100-36019,N0100,2025-12-26,Medical,Night,10,6,7,0,0,False,False,F523,High,None,Every day,False,False,More,False,1,
SN0037-00519,N0037,2026-01-05,ED,Night,8,7,9,1,0,False,False,F524,Medium,Moderate,Weekly,False,False,More,False,5,
SN0107-30507,N0107,2025-11-01,Surgery,Night,12,8,3,0,0,False,False,F525,High,Severe,Never,True,False,No change,True,5,
SN0050-00507,N0050,2026-01-05,Medical,Day,12,4,6,1,1,False,False,F526,Medium,None,Monthly,False,True,No change,False,4,
SN0097-33019,N0097,2025-11-26,ICU,Day,8,4,4,1,0,False,False,F527,Medium,Moderate,Every day,False,False,More,False,1,
SN0006-32519,N0006,2025-11-21,ICU,Day,8,4,7,2,3,False,False,F528,Low,Moderate,Every day,False,False,More,False,2,
SN0031-31707,N0031,2025-11-13,ED,Night,8,6,10,0,1,True,False,F529,Low,None,Monthly,False,True,No change,False,3,
SN0026-33519,N0026,2025-12-01,ED,Night,12,8,2,0,2,False,False,F530,Medium,Moderate,Never,True,False,More,False,3,
SN0086-29119,N0086,2025-10-18,ED,Night,12,7,4,3,0,False,False,F531,Low,None,Weekly,True,True,More,False,5,
SN0118-28119,N0118,2025-10-08,Medical,Night,12,3,4,1,0,False,False,F532,Medium,Moderate,Every day,False,False,No change,False,2,
SN0112-32519,N0112,2025-11-21,Peds,Day,8,4,5,0,0,True,False,F533,Medium,None,Monthly,False,True,More,False,4,
SN0091-32807,N0091,2025-11-24,Medical,Day,12,4,1,1,0,False,False,F534,Low,Severe,Every day,False,False,Less,True,1,
SN0030-33219,N0030,2025-11-28,ICU,Evening,12,3,7,0,2,False,False,F535,High,Moderate,Monthly,True,False,No change,False,4,
SN0085-30519,N0085,2025-11-01,ED,Day,12,2,6,2,0,False,False,F536,Low,None,Never,False,False,More,True,2,
SN0074-28107,N0074,2025-10-08,ED,Night,10,3,1,0,3,False,False,F537,Medium,Moderate,Every day,True,False,More,False,2,
SN0116-35407,N0116,2025-12-20,Medical,Day,10,6,9,0,0,False,False,F538,Low,None,Never,False,False,Less,False,5,
SN0058-29819,N0058,2025-10-25,Medical,Day,8,6,7,1,3,False,False,F539,Low,None,Monthly,False,True,No change,True,2,
SN0028-34619,N0028,2025-12-12,Medical,Day,12,6,7,1,1,True,False,F540,Medium,None,Every day,False,True,More,True,1,
SN0020-29819,N0020,2025-10-25,Medical,Day,12,2,5,0,0,False,False,F541,Medium,Moderate,Weekly,False,False,Less,False,4,
SN0010-29619,N0010,2025-10-23,ICU,Day,12,4,2,0,2,False,False,F542,Medium,None,Never,False,False,More,True,2,
SN0077-35107,N0077,2025-12-17,Medical,Day,12,4,2,0,1,False,False,F543,Low,Moderate,Weekly,False,False,More,False,4,
SN0070-34807,N0070,2025-12-14,ED,Night,12,7,6,1,0,False,False,F544,Medium,Moderate,Weekly,False,False,No change,True,5,
SN0047-32707,N0047,2025-11-23,ICU,Night,12,5,8,2,3,False,False,F545,Low,Severe,Weekly,True,True,Less,False,5,
SN0123-34207,N0123,2025-12-08,ICU,Night,12,7,2,1,1,False,False,F546,High,None,Monthly,False,False,No change,True,5,
SN0061-31619,N0061,2025-11-12,Medical,Day,10,7,8,0,0,False,False,F547,Medium,Severe,Weekly,False,False,No change,False,4,
SN0023-29607,N0023,2025-10-23,Peds,Day,12,6,5,0,1,False,False,F548,Medium,Moderate,Every day,False,False,More,False,1,
SN0039-34307,N0039,2025-12-09,Surgery,Night,10,6,3,0,0,False,False,F549,Low,Moderate,Every day,False,False,No change,True,3,
SN0093-28219,N0093,2025-10-09,Medical,Night,12,4,6,0,1,False,True,F550,Medium,Severe,Weekly,False,False,No change,False,5,
SN0144-35807,N0144,2025-12-24,ICU,Day,12,5,1,1,0,False,False,F551,High,None,Every day,False,False,No change,False,3,
SN0054-33207,N0054,2025-11-28,Surgery,Day,12,4,6,0,0,False,False,F552,Low,Moderate,Never,False,False,No change,True,1,
SN0024-29507,N0024,2025-10-22,ED,Night,8,5,8,1,0,False,False,F553,Medium,Moderate,Monthly,False,False,No change,False,3,
SN0077-34907,N0077,2025-12-15,ED,Day,12,6,4,1,2,False,False,F554,Medium,Severe,Every day,False,True,No change,True,2,
SN0110-29019,N0110,2025-10-17,ICU,Evening,8,5,8,0,1,True,False,F555,Medium,Moderate,Every day,False,False,More,True,3,
SN0034-32407,N0034,2025-11-20,ICU,Day,12,7,4,4,0,False,False,F556,Low,Moderate,Every day,False,False,No change,True,4,
SN0132-32007,N0132,2025-11-16,Medical,Evening,12,5,3,0,0,False,False,F557,Low,None,Weekly,False,True,No change,False,4,
SN0068-36319,N0068,2025-12-29,Medical,Night,12,6,5,0,2,False,False,F558,Low,Moderate,Every day,True,False,More,False,4,
SN0009-00119,N0009,2026-01-01,Surgery,Day,8,3,2,2,0,False,False,F559,Low,None,Monthly,False,False,No change,False,4,
SN0118-32007,N0118,2025-11-16,Peds,Day,12,8,8,1,0,True,False,F560,High,Moderate,Monthly,False,False,No change,False,5,
SN0014-29207,N0014,2025-10-19,ICU,Night,8,8,2,1,1,False,False,F561,High,None,Every day,False,True,No change,False,2,
SN0109-30707,N0109,2025-11-03,Surgery,Day,12,2,2,2,2,False,False,F562,High,Severe,Never,False,False,More,False,1,
SN0012-33307,N0012,2025-11-29,ICU,Evening,12,3,10,1,0,False,False,F563,Medium,Moderate,Monthly,False,False,More,False,2,
SN0116-31907,N0116,2025-11-15,Medical,Day,12,5,5,0,0,False,False,F564,Low,None,Every day,True,False,More,False,3,
SN0127-33007,N0127,2025-11-26,Peds,Day,12,7,9,0,0,False,False,F565,High,None,Every day,False,False,No change,False,3,
SN0058-31719,N0058,2025-11-13,Medical,Night,12,3,4,1,1,False,False,F566,High,Moderate,Every day,False,False,No change,False,4,
SN0055-28707,N0055,2025-10-14,Peds,Night,12,6,8,1,0,False,False,F567,Medium,None,Every day,False,False,No change,True,4,
SN0027-33407,N0027,2025-11-30,ICU,Night,12,2,9,1,1,False,False,F568,Medium,Moderate,Never,False,True,More,False,4,
SN0079-36507,N0079,2025-12-31,Medical,Day,8,8,4,2,1,False,False,F569,Medium,None,Weekly,False,False,No change,False,4,
SN0003-30507,N0003,2025-11-01,Surgery,Night,12,2,7,1,2,False,False,F570,High,Moderate,Monthly,False,False,Less,False,4,
SN0145-31919,N0145,2025-11-15,ED,Night,12,7,9,2,1,False,False,F571,High,Moderate,Weekly,False,False,More,False,1,
SN0063-33719,N0063,2025-12-03,ED,Day,12,8,4,2,1,True,False,F572,Low,Moderate,Monthly,True,True,No change,False,5,
SN0051-33607,N0051,2025-12-02,Peds,Night,12,6,10,1,0,True,False,F573,Low,Moderate,Every day,False,False,No change,False,4,
SN0127-34919,N0127,2025-12-15,ICU,Day,12,6,4,0,0,False,False,F574,Low,Moderate,Every day,False,True,No change,True,5,
SN0084-33519,N0084,2025-12-01,Surgery,Night,12,4,4,3,2,False,False,F575,Medium,Moderate,Weekly,False,False,More,False,3,
SN0034-33019,N0034,2025-11-26,ICU,Night,12,2,1,2,3,False,False,F576,Low,Moderate,Every day,False,True,Less,True,4,
SN0097-00119,N0097,2026-01-01,ED,Night,8,8,3,1,0,False,False,F577,Medium,Moderate,Monthly,False,False,No change,True,4,
SN0009-31407,N0009,2025-11-10,Peds,Day,12,5,2,2,2,True,False,F578,Low,Moderate,Monthly,False,True,More,True,3,
SN0108-33907,N0108,2025-12-05,ED,Day,12,3,8,0,0,False,True,F579,Medium,None,Every day,False,False,No change,False,1,
SN0010-31119,N0010,2025-11-07,Medical,Night,12,3,6,0,0,False,False,F580,Low,Moderate,Every day,False,False,More,False,1,
SN0008-31219,N0008,2025-11-08,Medical,Day,12,4,10,1,0,False,False,F581,Low,Moderate,Every day,False,False,No change,False,4,
SN0120-33619,N0120,2025-12-02,Peds,Day,12,3,6,0,1,False,False,F582,Low,Severe,Every day,False,False,No change,False,5,
SN0129-32607,N0129,2025-11-22,ICU,Day,12,7,10,0,1,True,False,F583,High,Moderate,Every day,True,False,No change,True,2,
SN0135-00519,N0135,2026-01-05,Medical,Day,12,7,4,0,0,True,False,F584,High,Severe,Every day,False,False,More,False,5,
SN0009-36119,N0009,2025-12-27,Peds,Night,12,2,3,0,0,False,False,F585,Low,None,Monthly,False,False,More,False,4,
SN0104-31007,N0104,2025-11-06,Medical,Evening,8,2,2,3,0,False,False,F586,Medium,None,Every day,False,False,No change,False,1,
SN0140-34807,N0140,2025-12-14,Surgery,Night,12,4,6,2,0,False,False,F587,Low,None,Monthly,False,True,Less,False,5,
SN0043-32707,N0043,2025-11-23,ED,Night,12,5,6,2,3,False,False,F588,Medium,Moderate,Never,False,False,More,False,1,
SN0140-36119,N0140,2025-12-27,ICU,Night,12,4,6,1,2,True,False,F589,High,Moderate,Weekly,False,False,More,False,1,
SN0079-31707,N0079,2025-11-13,Peds,Night,12,2,9,0,0,False,False,F590,Medium,Moderate,Monthly,False,False,More,True,1,
SN0084-33019,N0084,2025-11-26,ED,Day,8,3,8,3,2,False,False,F591,Low,Moderate,Every day,False,False,No change,True,5,
SN0037-34907,N0037,2025-12-15,Peds,Evening,12,3,9,4,1,True,False,F592,Low,Moderate,Monthly,False,False,More,True,5,
SN0008-28507,N0008,2025-10-12,ED,Night,12,8,8,3,1,False,False,F593,Low,Moderate,Monthly,True,False,More,True,5,
SN0022-34019,N0022,2025-12-06,ED,Day,10,6,4,1,0,False,False,F594,Low,None,Every day,False,False,Less,False,4,
SN0125-33507,N0125,2025-12-01,Surgery,Night,12,8,10,1,1,False,True,F595,Low,None,Every day,False,False,More,False,4,
SN0008-33407,N0008,2025-11-30,ICU,Day,12,4,8,2,1,False,False,F596,High,None,Never,True,False,More,False,2,
SN0062-00207,N0062,2026-01-02,ED,Night,12,2,6,3,0,False,False,F597,High,Severe,Monthly,False,False,More,False,3,
SN0086-33907,N0086,2025-12-05,ICU,Day,12,4,8,0,0,False,False,F598,Low,Moderate,Every day,False,True,More,False,4,
SN0055-36319,N0055,2025-12-29,Peds,Day,12,8,7,0,0,False,False,F599,Medium,None,Every day,False,False,No change,False,3,
SN0074-28319,N0074,2025-10-10,Peds,Night,12,5,3,0,1,False,False,F600,High,Moderate,Weekly,False,False,More,True,1,
SN0017-32019,N0017,2025-11-16,Surgery,Night,12,7,9,1,1,False,False,F601,Low,None,Monthly,False,False,No change,False,2,
SN0090-33307,N0090,2025-11-29,ED,Day,10,2,5,1,3,False,False,F602,Medium,Moderate,Every day,False,False,No change,False,4,
SN0141-31407,N0141,2025-11-10,Surgery,Day,12,2,9,0,0,False,False,F603,Low,Severe,Never,False,True,More,True,1,
SN0119-33707,N0119,2025-12-03,Peds,Night,12,4,9,3,1,True,False,F604,Low,Moderate,Every day,False,False,More,True,3,
SN0054-28819,N0054,2025-10-15,Medical,Day,12,5,1,0,1,False,False,F605,Low,Moderate,Every day,False,False,More,False,3,
SN0088-36507,N0088,2025-12-31,ED,Evening,12,3,3,1,1,False,False,F606,Medium,Severe,Monthly,False,False,No change,False,5,
SN0032-36507,N0032,2025-12-31,ED,Night,12,8,1,2,0,False,False,F607,Medium,Moderate,Never,False,True,More,True,4,
SN0010-34407,N0010,2025-12-10,ED,Night,8,3,3,1,1,False,False,F608,Low,Moderate,Never,False,False,More,False,3,
SN0015-32619,N0015,2025-11-22,Peds,Day,8,4,3,0,0,False,False,F609,Medium,Severe,Weekly,False,False,Less,False,4,
SN0001-34919,N0001,2025-12-15,Surgery,Day,10,4,7,1,0,False,False,F610,Low,Moderate,Never,True,False,More,False,1,
SN0109-36519,N0109,2025-12-31,Medical,Day,12,6,8,0,0,True,False,F611,Medium,Moderate,Weekly,False,False,No change,False,2,
SN0133-33919,N0133,2025-12-05,ED,Night,8,4,8,3,0,False,False,F612,Medium,Moderate,Never,False,True,More,False,4,
SN0056-28407,N0056,2025-10-11,Medical,Day,12,3,6,0,0,False,False,F613,Low,Moderate,Weekly,True,False,More,True,2,
SN0136-00207,N0136,2026-01-02,Peds,Day,12,2,2,0,0,False,False,F614,Low,None,Every day,False,False,No change,False,2,
SN0067-35719,N0067,2025-12-23,ICU,Night,12,7,8,1,1,False,False,F615,Medium,None,Every day,False,False,More,False,1,
SN0102-33807,N0102,2025-12-04,Surgery,Night,10,3,5,0,1,False,False,F616,Low,None,Never,False,False,More,False,4,
SN0135-33207,N0135,2025-11-28,Medical,Day,12,7,1,0,0,False,False,F617,High,Moderate,Never,False,False,More,True,2,
SN0142-00507,N0142,2026-01-05,ICU,Night,12,8,2,0,2,False,False,F618,High,Severe,Weekly,False,True,More,False,1,
SN0090-28319,N0090,2025-10-10,ICU,Night,8,4,6,0,0,False,False,F619,Low,Moderate,Monthly,False,False,More,False,1,
SN0027-34007,N0027,2025-12-06,ICU,Day,8,4,8,0,0,True,False,F620,High,None,Weekly,False,True,More,False,3,
SN0064-30407,N0064,2025-10-31,Peds,Day,8,7,10,0,0,False,False,F621,Medium,None,Every day,False,False,No change,False,1,
SN0076-29907,N0076,2025-10-26,Surgery,Night,12,7,3,1,1,False,False,F622,High,None,Weekly,False,True,More,True,1,
SN0118-33919,N0118,2025-12-05,Peds,Day,12,2,4,1,2,False,False,F623,Medium,Moderate,Monthly,False,False,No change,True,5,
SN0146-33619,N0146,2025-12-02,ICU,Day,12,3,8,0,0,False,False,F624,High,Moderate,Every day,True,True,No change,False,1,
SN0023-31019,N0023,2025-11-06,ICU,Night,10,6,1,1,1,True,False,F625,Medium,Severe,Every day,False,False,Less,False,4,
SN0084-33419,N0084,2025-11-30,ED,Night,12,6,3,4,0,False,False,F626,High,Moderate,Weekly,True,False,More,True,2,
SN0113-30007,N0113,2025-10-27,Peds,Evening,12,3,4,0,1,True,False,F627,High,Moderate,Never,False,False,Less,False,2,
SN0014-35607,N0014,2025-12-22,Peds,Day,12,2,10,1,1,True,False,F628,Medium,None,Weekly,False,False,More,False,4,
SN0103-33219,N0103,2025-11-28,Medical,Day,8,4,1,0,0,False,False,F629,Medium,Moderate,Every day,True,False,No change,False,2,
SN0015-30919,N0015,2025-11-05,ED,Day,12,5,10,0,1,False,False,F630,Medium,None,Every day,True,True,No change,False,5,
SN0025-28307,N0025,2025-10-10,ED,Night,12,7,8,1,1,False,False,F631,Medium,Moderate,Never,False,True,More,False,3,
SN0075-00419,N0075,2026-01-04,Medical,Day,12,3,8,3,2,False,False,F632,Low,Severe,Every day,False,False,More,False,2,
SN0059-30707,N0059,2025-11-03,ED,Day,12,7,10,0,2,False,True,F633,Medium,Moderate,Every day,False,False,More,False,2,
SN0098-36007,N0098,2025-12-26,ICU,Night,12,6,8,1,1,False,False,F634,High,Moderate,Monthly,False,False,No change,False,3,
SN0073-00319,N0073,2026-01-03,Peds,Day,8,8,10,2,4,False,False,F635,High,Severe,Weekly,False,False,No change,False,3,
SN0003-29319,N0003,2025-10-20,ED,Day,12,8,6,1,2,False,False,F636,Medium,None,Every day,True,True,No change,False,1,
SN0015-33107,N0015,2025-11-27,Peds,Night,12,2,5,2,1,False,False,F637,Low,None,Every day,False,False,No change,False,4,
SN0134-29719,N0134,2025-10-24,Surgery,Evening,12,6,5,1,2,False,False,F638,Medium,None,Weekly,False,True,No change,False,3,
SN0114-36519,N0114,2025-12-31,Surgery,Day,12,2,8,2,3,False,False,F639,Low,Moderate,Weekly,True,False,No change,True,5,
SN0055-36007,N0055,2025-12-26,ICU,Day,12,8,2,2,1,False,False,F640,Low,None,Never,True,False,More,False,3,
SN0001-31707,N0001,2025-11-13,ICU,Night,12,4,1,0,0,False,False,F641,Low,Severe,Weekly,False,False,No change,False,1,
SN0145-33119,N0145,2025-11-27,ICU,Night,8,5,1,1,0,False,False,F642,Low,Severe,Every day,False,False,More,False,3,
SN0022-35707,N0022,2025-12-23,Surgery,Night,12,5,6,0,1,False,False,F643,Medium,Moderate,Never,False,True,More,False,1,
SN0056-28307,N0056,2025-10-10,ED,Day,12,6,2,3,1,False,False,F644,Low,Moderate,Weekly,False,True,More,False,1,
SN0056-35319,N0056,2025-12-19,Medical,Night,12,2,10,1,1,False,False,F645,Medium,Moderate,Weekly,False,False,No change,False,1,
SN0035-30819,N0035,2025-11-04,ED,Night,12,5,8,1,0,False,False,F646,Medium,Severe,Never,False,False,No change,False,4,
SN0064-32019,N0064,2025-11-16,Medical,Evening,12,3,8,2,2,False,False,F647,Low,None,Never,False,False,No change,False,2,
SN0015-32019,N0015,2025-11-16,ED,Day,12,6,1,0,1,True,False,F648,Low,Moderate,Every day,False,False,More,False,1,
SN0064-31507,N0064,2025-11-11,ED,Night,8,5,5,0,0,False,False,F649,Low,Moderate,Every day,False,True,No change,True,4,
SN0149-31207,N0149,2025-11-08,Peds,Night,12,2,4,0,0,False,False,F650,Low,Moderate,Every day,False,False,More,False,3,
SN0001-30607,N0001,2025-11-02,Surgery,Day,12,7,5,1,1,False,True,F651,Low,Severe,Every day,False,False,More,False,2,
SN0143-36419,N0143,2025-12-30,Medical,Day,10,5,2,1,1,False,False,F652,Medium,Moderate,Never,True,False,More,False,1,
SN0028-30107,N0028,2025-10-28,Peds,Night,8,7,5,0,0,False,False,F653,Medium,Severe,Every day,False,False,More,False,1,
SN0043-35507,N0043,2025-12-21,Peds,Night,12,2,10,1,0,False,False,F654,High,None,Every day,False,True,No change,False,1,
SN0131-28707,N0131,2025-10-14,ICU,Day,10,6,4,0,1,False,False,F655,Medium,Moderate,Monthly,False,False,No change,True,2,
SN0076-34607,N0076,2025-12-12,ED,Evening,12,7,8,4,1,False,False,F656,Medium,None,Weekly,False,False,No change,False,1,
SN0057-35007,N0057,2025-12-16,Surgery,Evening,12,8,1,2,0,False,False,F657,Low,Moderate,Monthly,False,False,No change,True,3,
SN0013-28719,N0013,2025-10-14,Medical,Day,12,8,10,0,2,False,False,F658,Low,Moderate,Never,False,False,More,False,2,
SN0034-33519,N0034,2025-12-01,ED,Night,8,4,8,0,1,False,False,F659,High,None,Every day,False,False,No change,False,5,
SN0095-35407,N0095,2025-12-20,Peds,Day,8,6,5,1,2,False,False,F660,Medium,Moderate,Every day,True,False,No change,False,4,
SN0105-29119,N0105,2025-10-18,ICU,Night,12,4,2,2,1,False,False,F661,Low,Moderate,Never,True,False,More,False,3,
SN0027-30607,N0027,2025-11-02,Medical,Day,12,7,8,1,2,False,False,F662,Medium,None,Weekly,False,False,No change,False,3,
SN0006-00219,N0006,2026-01-02,ED,Night,12,4,1,3,1,False,False,F663,Low,Moderate,Every day,False,False,Less,False,1,
SN0084-31719,N0084,2025-11-13,Medical,Evening,10,8,1,1,2,False,False,F664,Low,Moderate,Monthly,False,False,No change,False,4,
SN0119-31507,N0119,2025-11-11,ICU,Day,12,7,1,2,0,False,False,F665,Low,Moderate,Every day,False,True,More,True,5,
SN0012-29619,N0012,2025-10-23,Medical,Night,10,5,5,2,1,False,False,F666,Low,Moderate,Weekly,False,True,No change,False,4,
SN0067-30707,N0067,2025-11-03,ED,Day,12,3,4,1,0,False,False,F667,Low,None,Never,False,False,No change,False,5,
SN0111-33307,N0111,2025-11-29,ED,Night,12,6,4,0,0,True,False,F668,Medium,None,Every day,False,False,No change,True,3,
SN0086-28319,N0086,2025-10-10,ICU,Day,12,7,3,1,1,False,False,F669,Low,Severe,Monthly,False,False,More,False,3,
SN0120-28507,N0120,2025-10-12,ICU,Evening,12,8,1,1,2,False,False,F670,Medium,Severe,Weekly,False,False,More,True,4,
SN0068-28319,N0068,2025-10-10,ICU,Day,12,8,3,2,1,False,False,F671,Medium,Severe,Never,False,False,More,False,2,
SN0044-32707,N0044,2025-11-23,Peds,Night,8,3,9,2,0,False,False,F672,Low,Moderate,Never,False,False,No change,False,1,
SN0042-30207,N0042,2025-10-29,Surgery,Night,12,6,2,1,2,False,False,F673,Medium,None,Never,False,False,More,False,4,
SN0104-35019,N0104,2025-12-16,Peds,Night,12,2,1,0,0,True,False,F674,Low,Severe,Monthly,True,False,More,False,2,
SN0034-31407,N0034,2025-11-10,Surgery,Day,12,8,5,2,1,False,False,F675,Low,Moderate,Never,False,False,More,True,4,
SN0003-36507,N0003,2025-12-31,ICU,Day,12,7,4,4,1,False,False,F676,Medium,Moderate,Monthly,False,False,No change,False,4,
SN0044-36007,N0044,2025-12-26,Medical,Day,12,6,10,2,2,False,False,F677,High,Moderate,Monthly,True,False,No change,False,2,
SN0081-28619,N0081,2025-10-13,Surgery,Evening,12,2,4,0,2,False,False,F678,High,Severe,Monthly,True,False,No change,False,5,
SN0041-31407,N0041,2025-11-10,ICU,Day,12,8,7,1,2,False,False,F679,Medium,None,Never,True,False,More,False,1,
SN0065-33419,N0065,2025-11-30,Peds,Day,8,4,10,0,0,False,False,F680,Medium,Moderate,Never,False,True,More,False,5,
SN0042-34807,N0042,2025-12-14,Medical,Night,12,5,10,1,0,False,False,F681,Medium,Severe,Monthly,False,False,More,False,2,
SN0104-35019,N0104,2025-12-16,Surgery,Night,8,8,4,1,0,False,False,F682,Low,None,Weekly,False,False,No change,False,2,
SN0124-34507,N0124,2025-12-11,ED,Night,12,5,1,0,2,False,False,F683,Low,Moderate,Monthly,False,False,No change,False,5,
SN0013-32607,N0013,2025-11-22,ICU,Night,12,5,10,0,1,False,False,F684,Low,None,Never,False,False,No change,True,2,
SN0012-31519,N0012,2025-11-11,ED,Day,8,2,10,1,1,False,False,F685,Low,None,Weekly,False,False,More,False,1,
SN0123-29907,N0123,2025-10-26,ED,Day,12,5,6,1,1,False,False,F686,Medium,Moderate,Monthly,False,True,More,False,4,
SN0114-30119,N0114,2025-10-28,Surgery,Evening,12,8,9,2,2,False,False,F687,Low,None,Weekly,False,True,No change,False,1,
SN0060-31807,N0060,2025-11-14,ICU,Day,10,4,2,2,0,False,False,F688,Low,Moderate,Weekly,True,False,More,False,2,
SN0080-29419,N0080,2025-10-21,Medical,Day,12,7,6,0,0,False,False,F689,High,Moderate,Weekly,True,False,More,True,2,
SN0052-31607,N0052,2025-11-12,Medical,Night,12,3,6,0,0,False,False,F690,Low,Moderate,Monthly,False,True,No change,False,2,
SN0069-31307,N0069,2025-11-09,ICU,Night,10,3,9,0,0,True,False,F691,High,Moderate,Every day,True,False,More,False,3,
SN0041-33007,N0041,2025-11-26,ED,Day,12,3,2,2,0,False,False,F692,Low,None,Weekly,False,False,No change,False,2,
SN0079-29419,N0079,2025-10-21,ED,Day,12,2,9,0,2,False,False,F693,Medium,None,Weekly,False,False,No change,False,3,
SN0019-32219,N0019,2025-11-18,ED,Evening,8,7,3,1,2,False,False,F694,Medium,Moderate,Weekly,False,False,More,True,4,
SN0017-32807,N0017,2025-11-24,Surgery,Day,8,5,10,0,1,False,False,F695,Medium,Moderate,Weekly,False,False,No change,False,3,
SN0015-28107,N0015,2025-10-08,Peds,Night,12,5,10,1,0,False,False,F696,Medium,Moderate,Monthly,False,False,No change,True,2,
SN0128-00307,N0128,2026-01-03,Peds,Day,12,3,9,0,1,False,False,F697,Medium,None,Never,False,False,No change,False,2,
SN0113-31807,N0113,2025-11-14,Surgery,Day,12,8,8,2,1,False,False,F698,High,Moderate,Weekly,True,False,No change,False,1,
SN0085-29507,N0085,2025-10-22,ICU,Evening,12,3,2,1,2,False,False,F699,Medium,Severe,Every day,True,True,No change,False,5,
SN0100-30007,N0100,2025-10-27,Surgery,Day,12,3,6,2,1,False,False,F700,Medium,Moderate,Monthly,False,False,More,False,1,
SN0148-35107,N0148,2025-12-17,Medical,Day,12,5,8,2,1,False,False,F701,Low,Moderate,Never,False,True,No change,True,1,
SN0092-28107,N0092,2025-10-08,Surgery,Day,12,4,8,3,1,False,False,F702,Medium,Moderate,Every day,True,False,More,False,5,
SN0069-28707,N0069,2025-10-14,Surgery,Day,12,6,2,0,0,False,False,F703,Medium,Moderate,Never,False,False,No change,False,2,
SN0141-31119,N0141,2025-11-07,Surgery,Day,10,4,10,2,2,False,False,F704,Medium,Moderate,Every day,False,False,No change,False,2,
