shift_id,nurse_id,date,unit,shift_type,hours,patients,acuity,admissions,discharges,overtime,call_in
SN0020-29819,N0020,2025-10-25,Medical,Day,12,2,5,0,0,False,False
SN0020-29707,N0020,2025-10-24,Surgery,Evening,12,2,1,1,1,False,False
SN0020-29619,N0020,2025-10-23,ICU,Day,12,2,8,1,0,False,False
SN0020-29619,N0020,2025-10-23,ICU,Night,12,3,2,1,1,False,False
SN0020-30319,N0020,2025-10-30,Medical,Day,8,8,4,1,1,False,False
SN0020-30219,N0020,2025-10-29,Medical,Day,12,7,10,1,2,False,False
SN0020-30607,N0020,2025-11-02,ICU,Day,12,4,1,0,0,False,False
SN0020-30419,N0020,2025-10-31,ED,Night,8,3,5,1,2,False,False
SN0020-30619,N0020,2025-11-02,ED,Day,12,4,2,1,0,False,False
SN0020-30619,N0020,2025-11-02,Medical,Night,12,4,3,0,2,False,False
SN0020-31007,N0020,2025-11-06,Surgery,Day,8,2,10,1,2,False,False
SN0020-31307,N0020,2025-11-09,Peds,Day,12,3,9,3,1,False,False
SN0020-31407,N0020,2025-11-10,Surgery,Evening,12,7,4,0,1,False,False
SN0020-31319,N0020,2025-11-09,Surgery,Evening,12,4,8,1,0,False,True
SN0020-31407,N0020,2025-11-10,ED,Night,12,3,8,1,1,False,False
SN0020-31119,N0020,2025-11-07,ICU,Day,8,7,8,1,1,False,False
SN0020-31819,N0020,2025-11-14,Surgery,Night,12,4,3,0,1,False,False
SN0020-31719,N0020,2025-11-13,Peds,Evening,12,5,8,2,0,False,False
SN0020-32219,N0020,2025-11-18,Peds,Day,12,7,2,1,1,False,False
SN0020-31907,N0020,2025-11-15,ICU,Evening,8,8,9,2,1,False,False
SN0020-32107,N0020,2025-11-17,ED,Day,12,6,5,0,0,False,False
SN0020-32207,N0020,2025-11-18,Peds,Night,8,8,2,1,0,False,False
SN0020-32407,N0020,2025-11-20,Surgery,Night,12,3,2,0,0,False,False
SN0020-32607,N0020,2025-11-22,ED,Day,12,3,1,3,0,False,False
SN0020-32919,N0020,2025-11-25,Medical,Day,12,3,5,2,0,False,False
SN0020-32707,N0020,2025-11-23,Peds,Night,12,3,1,2,2,False,False
SN0020-32307,N0020,2025-11-19,ED,Evening,8,2,3,2,1,False,False
SN0020-32807,N0020,2025-11-24,Surgery,Day,12,3,10,1,1,False,False
SN0020-33219,N0020,2025-11-28,Medical,Day,12,3,8,2,1,False,False
SN0020-33219,N0020,2025-11-28,ICU,Evening,12,3,8,1,1,True,False
SN0020-33607,N0020,2025-12-02,Peds,Day,12,8,4,3,1,False,False
SN0020-34107,N0020,2025-12-07,Medical,Night,12,4,10,3,1,False,False
SN0020-33919,N0020,2025-12-05,Surgery,Day,12,6,7,1,1,False,False
SN0020-33719,N0020,2025-12-03,Surgery,Day,12,2,3,1,0,False,False
SN0020-33807,N0020,2025-12-04,ICU,Day,12,5,1,0,0,False,False
SN0020-34019,N0020,2025-12-06,ED,Day,8,7,6,2,2,False,False
SN0020-34519,N0020,2025-12-11,ICU,Day,12,5,5,1,0,False,False
SN0020-34619,N0020,2025-12-12,Surgery,Night,12,6,2,0,1,False,False
SN0020-34719,N0020,2025-12-13,ICU,Night,8,2,7,0,2,False,False
SN0020-35419,N0020,2025-12-20,Surgery,Day,12,7,2,1,1,False,False
SN0020-35207,N0020,2025-12-18,Surgery,Day,12,3,4,2,0,False,False
SN0020-35607,N0020,2025-12-22,Medical,Day,12,2,7,1,1,False,False
SN0020-35107,N0020,2025-12-17,ICU,Night,12,6,3,2,0,False,False
SN0020-35807,N0020,2025-12-24,ED,Day,12,7,7,1,0,False,False
SN0020-35807,N0020,2025-12-24,Medical,Night,8,3,1,1,2,False,False
SN0020-36319,N0020,2025-12-29,ED,Night,12,6,5,0,1,False,False
SN0020-36019,N0020,2025-12-26,Peds,Night,8,7,5,2,2,False,False
SN0020-36407,N0020,2025-12-30,Medical,Night,12,8,4,1,1,True,False
SN0020-00619,N0020,2026-01-06,Surgery,Day,8,7,5,1,0,False,False
SN0020-00619,N0020,2026-01-06,Medical,Night,12,6,4,1,0,False,False
SN0020-00507,N0020,2026-01-05,Peds,Night,8,6,4,1,0,False,False
SN0020-00519,N0020,2026-01-05,ED,Day,12,7,6,1,0,False,False
SN0020-00219,N0020,2026-01-02,Surgery,Night,12,8,10,2,0,False,False
SN0021-28119,N0021,2025-10-08,Peds,Day,12,8,9,2,0,False,False
SN0021-28219,N0021,2025-10-09,Medical,Day,12,7,7,2,0,True,False
SN0021-28707,N0021,2025-10-14,Peds,Night,8,8,4,2,1,False,False
SN0021-28119,N0021,2025-10-08,Peds,Night,12,7,5,2,0,False,False
SN0021-28119,N0021,2025-10-08,Peds,Day,8,8,5,1,0,False,False
SN0021-28707,N0021,2025-10-14,Peds,Day,12,4,1,1,0,False,False
SN0021-29219,N0021,2025-10-19,Surgery,Night,12,6,7,2,0,False,False
SN0021-29319,N0021,2025-10-20,Medical,Evening,8,6,6,1,0,False,False
SN0021-28819,N0021,2025-10-15,Peds,Night,12,5,6,1,0,False,False
SN0021-29419,N0021,2025-10-21,ICU,Night,12,2,8,0,2,False,False
SN0021-29419,N0021,2025-10-21,Medical,Night,10,4,8,0,1,False,False
SN0021-28907,N0021,2025-10-16,ED,Night,12,7,5,1,0,False,False
SN0021-29919,N0021,2025-10-26,ED,Night,10,4,7,0,0,False,False
SN0021-29619,N0021,2025-10-23,Surgery,Day,10,5,6,1,0,True,False
SN0021-29907,N0021,2025-10-26,ED,Day,12,7,3,1,1,False,False
SN0021-29707,N0021,2025-10-24,Peds,Day,12,2,7,1,0,False,False
SN0021-30307,N0021,2025-10-30,ED,Evening,8,7,4,0,2,False,False
SN0021-30419,N0021,2025-10-31,Peds,Evening,12,2,2,2,1,False,False
SN0021-30419,N0021,2025-10-31,ICU,Night,10,6,9,1,0,False,True
SN0021-30207,N0021,2025-10-29,Medical,Night,8,7,3,0,2,True,False
SN0021-30219,N0021,2025-10-29,ED,Evening,12,4,2,2,0,False,False
SN0021-30419,N0021,2025-10-31,ED,Night,12,4,3,2,1,False,False
SN0021-31507,N0021,2025-11-11,Medical,Night,8,8,7,3,1,False,False
SN0021-31007,N0021,2025-11-06,Medical,Night,12,2,5,0,0,False,False
SN0021-30907,N0021,2025-11-05,Surgery,Night,12,5,4,2,0,False,False
SN0021-31119,N0021,2025-11-07,ED,Day,12,3,2,0,1,False,False
SN0021-31407,N0021,2025-11-10,Peds,Day,12,8,2,0,0,False,False
SN0021-31019,N0021,2025-11-06,Peds,Night,12,5,7,2,1,False,False
SN0021-31707,N0021,2025-11-13,Surgery,Night,8,8,5,1,2,False,False
SN0021-31607,N0021,2025-11-12,Surgery,Day,8,2,1,1,1,False,False
SN0021-31907,N0021,2025-11-15,Surgery,Day,10,6,10,0,0,True,False
SN0021-32219,N0021,2025-11-18,Surgery,Day,12,6,4,1,0,False,False
SN0021-32207,N0021,2025-11-18,ED,Night,12,3,1,2,3,False,False
SN0021-32119,N0021,2025-11-17,Medical,Day,12,2,8,2,0,False,False
SN0021-32807,N0021,2025-11-24,Surgery,Day,12,8,9,2,0,True,False
SN0021-32807,N0021,2025-11-24,ED,Night,12,5,7,0,1,False,False
SN0021-32719,N0021,2025-11-23,Surgery,Night,12,6,7,2,1,False,False
SN0021-33107,N0021,2025-11-27,ED,Night,8,6,1,1,2,False,False
SN0021-33119,N0021,2025-11-27,Peds,Night,8,4,2,1,1,False,False
SN0021-33319,N0021,2025-11-29,Peds,Night,12,6,10,2,0,False,False
SN0021-34107,N0021,2025-12-07,Peds,Day,12,5,4,1,0,False,False
SN0021-34019,N0021,2025-12-06,ICU,Evening,12,8,7,2,1,False,False
SN0021-34307,N0021,2025-12-09,ED,Night,12,3,4,2,1,True,False
SN0021-33919,N0021,2025-12-05,Medical,Night,12,2,1,1,1,False,False
SN0021-35019,N0021,2025-12-16,Medical,Night,12,3,7,3,1,False,False
SN0021-34819,N0021,2025-12-14,ICU,Day,12,6,3,0,1,False,False
SN0021-34907,N0021,2025-12-15,ICU,Night,12,8,9,3,1,False,False
SN0021-34707,N0021,2025-12-13,Medical,Day,8,7,4,0,0,False,False
SN0021-34807,N0021,2025-12-14,ICU,Evening,8,6,10,2,0,False,False
SN0021-34919,N0021,2025-12-15,Medical,Day,12,7,4,0,0,False,False
SN0021-35107,N0021,2025-12-17,Surgery,Night,12,4,2,1,0,False,False
SN0021-35707,N0021,2025-12-23,ED,Evening,12,6,6,1,2,False,False
SN0021-35107,N0021,2025-12-17,ICU,Night,10,6,8,0,0,False,False
SN0021-35619,N0021,2025-12-22,Medical,Day,12,6,3,0,0,False,False
SN0021-36007,N0021,2025-12-26,Medical,Night,10,6,9,1,1,False,False
SN0021-35807,N0021,2025-12-24,Surgery,Night,12,2,9,0,0,False,False
SN0021-36107,N0021,2025-12-27,Peds,Evening,10,2,4,1,0,False,False
SN0021-00219,N0021,2026-01-02,Medical,Night,8,6,9,1,0,False,False
SN0021-36519,N0021,2025-12-31,Medical,Night,8,8,7,2,0,False,False
SN0021-00619,N0021,2026-01-06,Medical,Night,8,3,4,1,0,True,False
SN0021-00407,N0021,2026-01-04,Medical,Day,12,5,5,2,0,False,False
SN0021-00307,N0021,2026-01-03,Medical,Night,12,4,1,3,0,False,False
SN0021-00407,N0021,2026-01-04,Medical,Night,12,2,2,1,1,False,False
SN0022-28607,N0022,2025-10-13,ICU,Day,12,2,7,1,0,False,False
SN0022-28619,N0022,2025-10-13,Peds,Night,12,2,7,1,2,False,False
SN0022-28107,N0022,2025-10-08,ED,Evening,12,3,7,0,3,False,False
SN0022-28519,N0022,2025-10-12,Surgery,Day,8,5,2,1,0,False,False
SN0022-28519,N0022,2025-10-12,Surgery,Night,10,5,10,2,0,False,False
SN0022-29219,N0022,2025-10-19,Peds,Day,12,3,1,0,1,False,False
SN0022-29319,N0022,2025-10-20,Peds,Night,12,4,4,0,3,False,False
SN0022-28907,N0022,2025-10-16,ED,Day,12,4,4,1,0,False,False
SN0022-30019,N0022,2025-10-27,ICU,Evening,12,5,5,0,0,False,False
SN0022-29807,N0022,2025-10-25,ICU,Night,12,8,6,2,2,False,False
SN0022-29907,N0022,2025-10-26,ICU,Night,10,5,1,3,0,False,False
SN0022-29707,N0022,2025-10-24,Surgery,Day,8,6,10,1,0,False,False
SN0022-30819,N0022,2025-11-04,ED,Night,12,6,8,3,0,True,False
SN0022-30719,N0022,2025-11-03,ICU,Day,12,8,3,2,3,False,False
SN0022-30607,N0022,2025-11-02,Peds,Night,8,4,8,0,0,False,False
SN0022-31007,N0022,2025-11-06,ED,Day,10,3,8,1,1,False,False
SN0022-31007,N0022,2025-11-06,ED,Night,12,8,7,1,0,False,False
SN0022-31319,N0022,2025-11-09,Surgery,Night,12,3,10,1,1,False,False
SN0022-30919,N0022,2025-11-05,Surgery,Day,8,3,1,3,2,False,False
SN0022-31507,N0022,2025-11-11,Peds,Night,12,6,8,1,3,False,False
SN0022-32119,N0022,2025-11-17,Peds,Night,12,4,4,3,0,True,False
SN0022-32219,N0022,2025-11-18,ICU,Day,12,2,7,2,2,False,False
SN0022-31907,N0022,2025-11-15,ED,Day,12,7,9,0,0,False,False
SN0022-32107,N0022,2025-11-17,ED,Day,12,4,5,1,0,False,False
SN0022-32319,N0022,2025-11-19,ICU,Day,12,5,4,2,1,False,False
SN0022-32707,N0022,2025-11-23,Peds,Day,12,4,3,2,0,False,False
SN0022-32407,N0022,2025-11-20,ED,Night,12,6,10,0,0,False,False
SN0022-33307,N0022,2025-11-29,ED,Day,12,7,7,0,0,False,False
SN0022-33307,N0022,2025-11-29,Peds,Night,8,8,8,1,2,False,False
SN0022-33407,N0022,2025-11-30,Peds,Day,8,5,10,1,0,False,False
SN0022-34019,N0022,2025-12-06,ED,Day,10,6,4,1,0,False,False
SN0022-33819,N0022,2025-12-04,ED,Day,8,6,3,2,0,False,False
SN0022-34207,N0022,2025-12-08,Peds,Evening,12,4,5,1,0,False,False
SN0022-34107,N0022,2025-12-07,Peds,Evening,12,2,5,1,0,False,False
SN0022-34719,N0022,2025-12-13,ICU,Night,8,5,2,2,0,False,False
SN0022-34419,N0022,2025-12-10,Peds,Day,8,4,8,1,2,False,False
SN0022-34619,N0022,2025-12-12,ED,Night,8,6,2,0,1,False,True
SN0022-34607,N0022,2025-12-12,Surgery,Night,12,7,4,0,0,False,False
SN0022-35019,N0022,2025-12-16,Surgery,Evening,12,8,10,4,2,False,False
SN0022-35707,N0022,2025-12-23,ICU,Day,12,3,2,0,0,False,False
SN0022-35707,N0022,2025-12-23,Surgery,Night,12,5,6,0,1,False,False
SN0022-35507,N0022,2025-12-21,Medical,Night,10,2,8,3,0,False,False
SN0022-35119,N0022,2025-12-17,Medical,Night,8,8,2,1,1,False,False
SN0022-35419,N0022,2025-12-20,Medical,Day,12,2,10,0,0,True,False
SN0022-36207,N0022,2025-12-28,Medical,Night,12,2,7,1,0,False,False
SN0022-36019,N0022,2025-12-26,Medical,Evening,12,6,3,3,0,False,False
SN0022-36307,N0022,2025-12-29,Surgery,Evening,12,7,2,0,0,False,False
SN0022-36207,N0022,2025-12-28,Medical,Evening,12,5,8,1,1,False,False
SN0022-00119,N0022,2026-01-01,ICU,Day,10,3,3,0,1,True,False
SN0022-36507,N0022,2025-12-31,Surgery,Day,12,7,6,1,2,False,False
SN0022-00619,N0022,2026-01-06,Medical,Night,12,8,5,0,0,False,True
SN0023-28719,N0023,2025-10-14,Surgery,Day,12,5,1,3,3,False,False
SN0023-28607,N0023,2025-10-13,Surgery,Evening,12,7,4,1,2,False,False
SN0023-28507,N0023,2025-10-12,Medical,Day,12,4,5,0,2,False,False
SN0023-28407,N0023,2025-10-11,Surgery,Day,8,4,10,2,1,True,False
SN0023-29019,N0023,2025-10-17,Peds,Day,12,2,10,4,1,False,False
SN0023-28819,N0023,2025-10-15,Medical,Day,12,3,7,3,1,False,False
SN0023-29007,N0023,2025-10-17,Peds,Night,12,7,5,1,0,False,False
SN0023-29007,N0023,2025-10-17,ICU,Night,12,4,10,1,0,False,False
SN0023-30107,N0023,2025-10-28,Peds,Night,12,3,5,0,2,False,False
SN0023-29607,N0023,2025-10-23,ED,Day,12,2,10,0,0,False,False
SN0023-29607,N0023,2025-10-23,Peds,Day,12,6,5,0,1,False,False
SN0023-30007,N0023,2025-10-27,ICU,Day,12,6,8,6,1,False,False
SN0023-29819,N0023,2025-10-25,ICU,Evening,8,3,10,0,0,False,False
SN0023-29907,N0023,2025-10-26,ICU,Evening,8,4,1,1,0,False,False
SN0023-30607,N0023,2025-11-02,ICU,Day,12,2,3,0,0,False,False
SN0023-30707,N0023,2025-11-03,Peds,Day,12,7,6,2,1,False,False
SN0023-30807,N0023,2025-11-04,ICU,Day,12,7,1,0,0,False,False
SN0023-31019,N0023,2025-11-06,ICU,Night,10,6,1,1,1,True,False
SN0023-31407,N0023,2025-11-10,ED,Night,12,8,10,1,0,False,False
SN0023-31007,N0023,2025-11-06,ICU,Day,12,3,1,0,1,False,False
SN0023-31219,N0023,2025-11-08,Peds,Night,8,7,8,4,0,False,False
SN0023-31519,N0023,2025-11-11,Medical,Day,12,8,4,2,0,False,False
SN0023-31007,N0023,2025-11-06,ICU,Day,12,6,10,0,2,True,False
SN0023-32019,N0023,2025-11-16,Medical,Night,8,4,6,1,1,False,False
SN0023-32007,N0023,2025-11-16,ED,Night,8,7,10,2,0,False,True
SN0023-31619,N0023,2025-11-12,Peds,Day,8,6,7,3,1,False,False
SN0023-31919,N0023,2025-11-15,ED,Day,12,8,2,1,0,False,False
SN0023-31907,N0023,2025-11-15,Surgery,Day,8,4,1,0,1,False,False
SN0023-32607,N0023,2025-11-22,Peds,Night,12,4,1,1,1,False,False
SN0023-32407,N0023,2025-11-20,ED,Day,8,3,7,1,2,False,False
SN0023-32619,N0023,2025-11-22,Surgery,Night,12,2,8,2,0,False,False
SN0023-32419,N0023,2025-11-20,ICU,Night,8,2,9,1,3,False,False
SN0023-32819,N0023,2025-11-24,ICU,Night,8,4,6,2,1,False,False
SN0023-33507,N0023,2025-12-01,Surgery,Evening,8,2,1,2,2,False,False
SN0023-33607,N0023,2025-12-02,ED,Day,12,5,8,0,1,False,False
SN0023-33419,N0023,2025-11-30,Peds,Evening,12,4,2,1,0,False,True
SN0023-33307,N0023,2025-11-29,Surgery,Day,12,6,4,2,1,False,False
SN0023-33919,N0023,2025-12-05,Medical,Night,12,3,9,3,1,False,False
SN0023-34107,N0023,2025-12-07,ED,Night,10,4,8,1,2,False,False
SN0023-34019,N0023,2025-12-06,ED,Day,8,7,5,3,0,False,False
SN0023-33807,N0023,2025-12-04,Surgery,Night,12,6,7,1,1,False,False
SN0023-33707,N0023,2025-12-03,ED,Night,12,5,4,0,0,False,False
SN0023-34519,N0023,2025-12-11,Medical,Night,12,4,8,2,1,False,False
SN0023-34907,N0023,2025-12-15,ED,Night,12,7,2,2,0,False,False
SN0023-34419,N0023,2025-12-10,Surgery,Day,12,3,4,1,1,False,False
SN0023-34919,N0023,2025-12-15,Surgery,Day,12,4,8,0,0,False,False
SN0023-35507,N0023,2025-12-21,ED,Night,12,6,7,0,1,False,False
SN0023-35707,N0023,2025-12-23,Medical,Night,8,4,10,0,1,False,False
SN0023-35607,N0023,2025-12-22,Peds,Day,12,8,5,0,2,False,False
SN0023-35707,N0023,2025-12-23,Peds,Night,12,6,4,0,1,False,False
SN0023-36419,N0023,2025-12-30,Peds,Night,8,5,5,1,0,False,False
SN0023-35907,N0023,2025-12-25,Peds,Day,8,8,4,0,0,True,False
SN0023-35819,N0023,2025-12-24,Peds,Night,12,7,10,0,1,False,False
SN0023-36407,N0023,2025-12-30,ED,Night,12,6,3,0,1,False,False
SN0023-00119,N0023,2026-01-01,Medical,Night,12,4,3,1,2,False,False
SN0023-00407,N0023,2026-01-04,ED,Night,10,2,6,0,2,False,False
SN0023-00407,N0023,2026-01-04,Medical,Evening,8,4,8,1,3,True,False
SN0023-00519,N0023,2026-01-05,Medical,Day,12,7,8,2,0,True,False
SN0024-28619,N0024,2025-10-13,Peds,Day,12,3,9,0,0,False,False
SN0024-28119,N0024,2025-10-08,ED,Night,12,4,6,1,0,False,False
SN0024-28307,N0024,2025-10-10,Medical,Night,12,7,6,1,0,False,False
SN0024-28307,N0024,2025-10-10,ICU,Night,12,7,1,0,0,False,False
SN0024-28319,N0024,2025-10-10,ICU,Night,12,2,4,1,0,False,False
SN0024-29407,N0024,2025-10-21,ICU,Evening,12,6,6,0,0,False,False
SN0024-29319,N0024,2025-10-20,Peds,Day,8,6,10,2,1,False,False
SN0024-28907,N0024,2025-10-16,Surgery,Day,8,7,1,0,1,False,False
SN0024-29307,N0024,2025-10-20,Peds,Night,12,5,9,0,0,False,False
SN0024-29419,N0024,2025-10-21,ED,Day,10,4,9,0,1,False,False
SN0024-29719,N0024,2025-10-24,Medical,Night,12,4,6,1,1,False,False
SN0024-29819,N0024,2025-10-25,ICU,Day,12,8,6,1,1,False,False
SN0024-29907,N0024,2025-10-26,Peds,Day,10,4,7,1,0,False,False
SN0024-29507,N0024,2025-10-22,Medical,Day,12,5,3,0,2,True,False
SN0024-29507,N0024,2025-10-22,ED,Night,8,5,8,1,0,False,False
SN0024-30507,N0024,2025-11-01,Surgery,Night,12,3,3,1,1,False,False
SN0024-30707,N0024,2025-11-03,Surgery,Day,8,7,1,1,1,True,False
SN0024-30419,N0024,2025-10-31,ED,Evening,8,5,9,4,0,False,False
SN0024-30619,N0024,2025-11-02,Medical,Day,12,8,2,5,0,False,False
SN0024-30419,N0024,2025-10-31,Peds,Night,12,7,10,1,0,False,False
SN0024-30907,N0024,2025-11-05,ICU,Day,12,2,4,3,1,False,False
SN0024-31419,N0024,2025-11-10,Surgery,Day,8,4,5,1,1,False,False
SN0024-31407,N0024,2025-11-10,ED,Day,12,8,2,2,1,False,False
SN0024-31519,N0024,2025-11-11,Peds,Day,8,6,7,0,0,False,False
SN0024-31407,N0024,2025-11-10,Peds,Day,10,6,1,1,1,False,False
SN0024-31419,N0024,2025-11-10,ED,Evening,12,7,5,1,0,False,True
SN0024-32019,N0024,2025-11-16,ICU,Day,12,5,3,0,0,False,False
SN0024-31807,N0024,2025-11-14,ICU,Night,8,7,7,2,0,False,False
SN0024-31619,N0024,2025-11-12,Peds,Day,12,8,4,0,0,False,False
SN0024-32207,N0024,2025-11-18,ED,Day,12,5,1,0,0,False,False
SN0024-32707,N0024,2025-11-23,ICU,Day,12,8,10,0,1,False,False
SN0024-32819,N0024,2025-11-24,Surgery,Day,8,7,4,2,0,False,False
SN0024-32319,N0024,2025-11-19,ED,Evening,10,4,9,4,0,False,False
SN0024-32919,N0024,2025-11-25,ED,Evening,10,8,7,2,0,False,False
SN0024-32319,N0024,2025-11-19,Medical,Day,12,3,6,3,1,False,False
SN0024-32319,N0024,2025-11-19,Peds,Day,12,8,9,1,2,False,False
SN0024-33407,N0024,2025-11-30,ED,Night,12,5,8,2,0,False,False
SN0024-33519,N0024,2025-12-01,Surgery,Day,8,3,8,0,0,False,False
SN0024-33607,N0024,2025-12-02,ICU,Evening,8,7,2,2,0,False,False
SN0024-33507,N0024,2025-12-01,Peds,Night,10,8,10,3,3,False,True
SN0024-33307,N0024,2025-11-29,ED,Day,12,2,10,1,1,True,False
SN0024-33507,N0024,2025-12-01,Peds,Night,10,7,5,2,0,False,False
SN0024-33719,N0024,2025-12-03,Medical,Day,12,7,7,1,1,True,False
SN0024-34207,N0024,2025-12-08,Medical,Night,8,6,6,0,1,False,False
SN0024-33919,N0024,2025-12-05,ED,Day,12,6,2,0,1,False,False
SN0024-33907,N0024,2025-12-05,ED,Day,8,5,1,1,2,False,False
SN0024-34107,N0024,2025-12-07,ICU,Evening,12,6,2,1,1,False,False
SN0024-33919,N0024,2025-12-05,Peds,Night,12,2,6,1,1,False,False
SN0024-34607,N0024,2025-12-12,ICU,Night,8,2,2,0,0,False,False
SN0024-34619,N0024,2025-12-12,Medical,Night,12,7,7,1,0,True,True
SN0024-34907,N0024,2025-12-15,ED,Night,12,7,3,2,0,False,False
SN0024-34719,N0024,2025-12-13,ED,Day,8,8,2,2,0,False,False
SN0024-35519,N0024,2025-12-21,Medical,Night,8,2,5,2,0,False,False
SN0024-35707,N0024,2025-12-23,Medical,Night,10,5,5,3,1,False,False
SN0024-35507,N0024,2025-12-21,ED,Day,12,8,1,1,0,False,False
SN0024-35407,N0024,2025-12-20,ICU,Day,10,4,5,1,1,False,False
SN0024-36319,N0024,2025-12-29,ICU,Night,12,6,1,0,2,False,False
SN0024-36319,N0024,2025-12-29,Surgery,Night,12,4,6,0,0,False,False
SN0024-35919,N0024,2025-12-25,ED,Day,8,5,5,0,1,False,False
SN0024-36319,N0024,2025-12-29,ED,Night,12,6,2,1,0,False,False
SN0024-36119,N0024,2025-12-27,Peds,Day,12,2,8,1,0,True,False
SN0024-36019,N0024,2025-12-26,Surgery,Day,12,5,7,0,0,False,False
SN0024-00619,N0024,2026-01-06,Peds,Day,12,6,6,1,0,False,False
SN0024-36519,N0024,2025-12-31,ED,Day,8,6,8,1,1,False,False
SN0024-00207,N0024,2026-01-02,Peds,Day,12,7,5,3,2,False,False
SN0024-00319,N0024,2026-01-03,ICU,Day,12,7,8,2,0,False,False
SN0024-00119,N0024,2026-01-01,Surgery,Night,8,8,7,0,0,False,False
SN0024-00619,N0024,2026-01-06,ICU,Evening,12,5,2,2,1,False,False
SN0025-28719,N0025,2025-10-14,Surgery,Day,12,7,4,1,1,False,False
SN0025-28607,N0025,2025-10-13,Peds,Day,12,7,4,3,1,False,False
SN0025-28719,N0025,2025-10-14,ED,Day,12,7,10,0,0,False,False
SN0025-28307,N0025,2025-10-10,ED,Night,12,7,8,1,1,False,False
SN0025-28407,N0025,2025-10-11,Surgery,Night,8,3,2,1,0,False,False
SN0025-28519,N0025,2025-10-12,ICU,Day,12,6,3,1,0,False,False
SN0025-28807,N0025,2025-10-15,ICU,Day,8,6,5,1,4,False,False
SN0025-29207,N0025,2025-10-19,ED,Night,8,5,2,0,1,False,False
SN0025-29119,N0025,2025-10-18,Peds,Evening,12,2,7,2,1,False,False
SN0025-28907,N0025,2025-10-16,Peds,Day,10,2,9,1,0,False,False
SN0025-29919,N0025,2025-10-26,ED,Day,12,8,1,1,0,False,False
SN0025-30019,N0025,2025-10-27,Surgery,Night,12,4,1,1,0,False,False
SN0025-29919,N0025,2025-10-26,ED,Day,12,3,9,0,0,False,False
SN0025-29519,N0025,2025-10-22,ICU,Day,12,5,1,0,0,False,False
SN0025-29519,N0025,2025-10-22,ICU,Day,12,8,6,1,0,False,False
SN0025-30207,N0025,2025-10-29,ED,Day,12,4,2,0,0,False,False
SN0025-30719,N0025,2025-11-03,ED,Day,12,8,4,0,0,False,False
SN0025-30507,N0025,2025-11-01,Medical,Night,12,8,6,1,3,False,False
SN0025-30319,N0025,2025-10-30,ICU,Day,12,4,7,2,1,False,False
SN0025-30507,N0025,2025-11-01,Peds,Day,12,6,4,3,0,False,False
SN0025-31007,N0025,2025-11-06,Surgery,Evening,8,8,10,0,2,True,False
SN0025-31019,N0025,2025-11-06,Surgery,Day,12,7,6,1,0,False,False
SN0025-31007,N0025,2025-11-06,ED,Evening,12,4,4,0,2,False,False
SN0025-31519,N0025,2025-11-11,ICU,Evening,8,3,9,2,1,False,False
SN0025-31907,N0025,2025-11-15,Surgery,Day,12,4,6,1,0,False,False
SN0025-32219,N0025,2025-11-18,Peds,Day,12,2,1,1,1,False,False
SN0025-31907,N0025,2025-11-15,Surgery,Day,10,2,6,0,3,False,False
SN0025-32419,N0025,2025-11-20,ICU,Day,12,7,2,0,2,False,False
SN0025-32507,N0025,2025-11-21,ICU,Night,10,3,8,1,0,False,False
SN0025-32819,N0025,2025-11-24,Peds,Day,12,5,8,0,2,False,False
SN0025-32807,N0025,2025-11-24,Peds,Evening,12,2,2,1,1,False,False
SN0025-33619,N0025,2025-12-02,Peds,Night,12,3,2,1,0,False,False
SN0025-33407,N0025,2025-11-30,ICU,Day,12,3,5,1,0,False,False
SN0025-33507,N0025,2025-12-01,ICU,Night,12,2,10,1,1,False,False
SN0025-33419,N0025,2025-11-30,ED,Day,12,3,9,3,2,False,False
SN0025-34107,N0025,2025-12-07,ICU,Day,8,2,5,2,0,False,False
SN0025-34019,N0025,2025-12-06,Peds,Day,12,5,2,1,1,False,False
SN0025-34319,N0025,2025-12-09,ICU,Evening,8,8,8,1,1,False,True
SN0025-34819,N0025,2025-12-14,ICU,Day,12,6,9,1,1,False,False
SN0025-34419,N0025,2025-12-10,Surgery,Night,12,8,7,1,0,False,False
SN0025-34919,N0025,2025-12-15,Medical,Day,12,4,3,0,0,False,False
SN0025-34619,N0025,2025-12-12,Peds,Night,12,3,4,0,0,True,False
SN0025-35719,N0025,2025-12-23,Medical,Night,10,8,10,1,0,False,False
SN0025-35319,N0025,2025-12-19,ED,Night,8,7,8,0,2,True,False
SN0025-35207,N0025,2025-12-18,ICU,Night,12,7,3,0,0,False,False
SN0025-35219,N0025,2025-12-18,Peds,Night,12,8,9,0,0,False,False
SN0025-35907,N0025,2025-12-25,Surgery,Night,12,4,2,0,1,False,False
SN0025-35907,N0025,2025-12-25,Surgery,Evening,12,7,6,0,0,False,False
SN0025-36119,N0025,2025-12-27,ED,Night,12,6,7,0,1,False,False
SN0025-36307,N0025,2025-12-29,Medical,Night,12,5,3,4,1,False,False
SN0025-00207,N0025,2026-01-02,ED,Night,12,2,10,1,1,False,False
SN0025-36507,N0025,2025-12-31,Peds,Night,12,2,6,1,1,False,False
SN0025-00219,N0025,2026-01-02,Medical,Night,8,2,3,1,0,False,False
SN0025-00407,N0025,2026-01-04,ED,Night,10,2,7,0,1,False,False
SN0025-00319,N0025,2026-01-03,ED,Evening,8,6,6,0,0,False,False
